time,rx1_bytes_per_sec,rx2_bytes_per_sec,rx3_bytes_per_sec
1,1416094982,732255476,381380306
2,1787234859,893295420,446630015
3,1784890599,892132306,446039633
4,1786591170,892973373,446469102
5,1784345084,891854780,445896208
6,1785204290,892275301,446119836
7,1785399944,892378617,446171771
8,1786569914,892958406,446456651
9,1784921850,892148377,446051896
10,1786599810,892973188,446460101
11,1784439500,891897781,445927081
12,1785427834,892400710,446173598
13,1788112043,893724811,446844565
14,1782355040,890860228,445412780
15,1787861359,893608121,446772879
16,1784967079,892219938,446096534
17,1786215170,892731880,446334786
18,1785615596,892481357,446227687
19,1785690872,892532566,446239495
20,1769723671,884530484,442238884
21,0,0,0
22,77,77,77
23,0,0,0
24,0,0,0
25,0,0,0
26,0,0,0
27,0,0,0
28,0,0,0
29,0,0,0
30,0,0,0
31,0,0,0
32,77,77,77
33,0,0,0
34,0,0,0
35,0,0,0
36,0,0,0
37,0,0,0
38,0,0,0
39,0,0,0
40,0,0,0
41,0,0,0
42,1759883128,904238139,452803842
43,1783613831,891494383,445725082
44,1786558001,892961554,446454391
45,1787494467,893411657,446683675
46,1785907372,892626705,446295655
47,1786018264,892696348,446317148
48,1784502015,891933803,445944904
49,1784609652,891978602,445971612
50,1786510322,892928505,446441992
51,1785481279,892427727,446191361
52,1785758292,892553012,446254660
53,1785977061,892666642,446311324
54,1785669548,892516770,446236581
55,1785427596,892391615,446173735
56,1786879675,893113345,446543399
57,1785561697,892463462,446200308
58,1786310454,892841545,446394227
59,1785701541,892528187,446241810
60,1717214578,871741833,462278470
61,0,0,0
62,77,77,77
63,0,0,0
