time,rx1_bytes_per_sec,rx2_bytes_per_sec,rx3_bytes_per_sec
1,1323210753,614868902,228828888
2,1784833433,892327252,446141226
3,1784520107,892175192,446060996
4,1786179488,892946829,446468887
5,1784189656,891897888,445926813
6,1786081379,893098855,446513653
7,1785204451,892525986,446236258
8,1786179810,893000191,446478157
9,1783819662,891815815,445894713
10,1785749966,892785510,446370628
11,1784551516,892194991,446066421
12,1786143753,892982350,446468941
13,1783867606,891844365,445900105
14,1786343856,893068815,446508021
15,1784269886,892059047,446016304
16,1785074339,892443397,446194910
17,1786394276,893107719,446540250
18,1786113633,892976426,446457081
19,1784578059,892195337,446084394
20,1785714499,892642676,446352788
21,1784014465,891873158,446218525
22,1784435094,892212939,446451261
23,1786949275,893536919,446961201
24,1785836045,892877693,446672029
25,1783373485,891735908,446091245
26,1786197920,893116559,446844565
27,1784183980,892079052,446361627
28,1786490007,893325663,446904729
29,1785454945,892669261,446460125
30,1785370593,892743081,446555492
31,1782801771,891423000,445992967
32,1785798347,892970761,446660027
33,1786519753,893349026,446871568
34,1785025506,892615566,446513570
35,1784211090,892060943,446281144
36,1786256986,893253691,446832918
37,1784632149,892338254,446343733
38,1784332508,892264576,446373892
39,1787405126,893698423,447185068
40,1784037435,892049840,446266524
41,1782991968,891540675,445980604
42,1786415417,893220713,446820757
43,1786421440,893241605,446764523
44,1784788419,892318099,446507807
45,1784278771,892166200,446320047
46,1786319517,893101328,446779288
47,1784122316,892186258,446290103
48,1786471934,893325071,446842304
49,1784560111,892302435,446379385
50,1785070457,892517146,446477888
51,1786399800,893200276,446895880
52,1783107898,891513848,446132502
53,1785472977,892776563,446656726
54,1785473138,892794350,446603257
55,1786382264,893110338,446761537
56,1784219984,892266837,446326000
57,1785791318,892967362,446653687
58,1785755386,893011713,446627302
59,1784708373,892344831,446400731
60,1785714272,892946292,446612097
61,1001212612,127335893,167277460
62,0,0,0
63,0,0,0
