time,rx1_bytes_per_sec,rx2_bytes_per_sec,rx3_bytes_per_sec
1,76,76,76
2,0,0,0
3,0,0,0
4,0,0,0
5,0,0,0
6,0,0,0
7,0,0,0
8,0,0,0
9,0,0,0
10,0,0,0
11,77,77,77
12,0,0,0
13,160,53,0
14,2721,2667,6131830
15,2667,2721,7714286
16,1227,640,4629542
17,373,267,3373812
18,373,160,3703691
19,0,0,91103
20,77,77,77
21,0,0,0
22,0,0,0
23,0,0,0
24,0,0,0
25,0,0,0
26,0,0,0
27,0,0,0
28,0,0,0
29,0,0,0
30,76,76,76
31,0,0,0
32,0,0,0
33,0,0,0
34,0,0,0
35,0,0,0
36,0,0,0
37,0,0,0
38,0,0,0
39,0,0,0
40,77,77,77
41,0,0,0
42,0,0,0
43,0,0,0
44,213,213,1837998
45,373,320,3730389
46,640,320,3667258
47,480,586,4461632
48,0,0,51296
49,0,0,0
50,77,77,77
51,0,0,0
52,0,0,0
53,0,0,0
54,0,0,0
55,0,0,0
56,0,0,0
57,0,0,0
58,0,0,0
59,0,0,0
60,77,77,77
61,0,0,0
62,0,0,0
63,0,0,0
64,0,0,0
65,0,0,0
66,0,0,0
67,0,0,0
68,0,0,0
69,0,0,0
70,77,77,77
71,0,0,0
72,0,0,0
73,0,0,0
74,0,0,0
75,0,0,0
76,0,0,0
77,0,0,0
78,0,0,829
79,0,0,0
80,77,77,907
81,0,0,20663
82,0,0,7605225
